Vehicle Spy 3 Bus Traffic File
Save Date,7/31/2015
Save Time,3:04:02 pm
Start Date,7/31/2015
Start Time,2:50:38 pm
System Time,1835211
Notes,

Network Description,Hardware,Network,Protocol,Baud Rate
HS CAN,Default,HS CAN,CAN,500000,
MS CAN,Default,MS CAN,CAN,125000,
SW CAN,Default,SW CAN,CAN,33333,
J1850 VPW,Default,J1850 VPW,J1850 VPW,10417,
ISO9141/KW2K,Default,ISO9141/KW2K,KeyWord 2000,10417,
LSFT CAN,Default,LSFT CAN,CAN,125000,
J1850 PWM,Default,J1850 PWM,J1850 PWM,41600,
J1708,Default,J1708,J1708,9600,
neoVI,Default,neoVI,CAN,,
HS CAN2 (neoVI 3G),Default,HS CAN2 (neoVI 3G),CAN,500000,
HS CAN3 (neoVI 3G),Default,HS CAN3 (neoVI 3G),CAN,500000,
LIN2 (neoVI 3G),Default,LIN2 (neoVI 3G),LIN,10417,
LIN3 (neoVI 3G),Default,LIN3 (neoVI 3G),LIN,10417,
LIN4 (neoVI 3G),Default,LIN4 (neoVI 3G),LIN,10417,
CGI (neoVI 3G),Default,CGI (neoVI 3G),CGI,625000,
LIN,Default,LIN,LIN,10417,
ISO9141/KW2K 2,Default,ISO9141/KW2K 2,KeyWord 2000,10417,
ISO9141/KW2K 3,Default,ISO9141/KW2K 3,KeyWord 2000,10417,
ISO9141/KW2K 4,Default,ISO9141/KW2K 4,KeyWord 2000,10417,
SW CAN2 (neoVI 3G),Default,SW CAN2 (neoVI 3G),CAN,33333,
LSFT CAN2 (neoVI 3G),Default,LSFT CAN2 (neoVI 3G),CAN,125000,
UART (neoVI 3G),Default,UART (neoVI 3G),UART,10417,
UART2 (neoVI 3G),Default,UART2 (neoVI 3G),UART,10417,
neoMOST,Default,neoMOST,MOST,1000000,
MOST (VNET A),Default,MOST (VNET A),MOST,1000000,
FlexRay1A (VNET A),Default,FlexRay1A (VNET A),FlexRay,5000000,
FlexRay1B (VNET A),Default,FlexRay1B (VNET A),FlexRay,5000000,
FlexRay2A (VNET A),Default,FlexRay2A (VNET A),FlexRay,5000000,
FlexRay2B (VNET A),Default,FlexRay2B (VNET A),FlexRay,5000000,
HS CAN (VNET A),Default,HS CAN (VNET A),CAN,500000,
MS CAN (VNET A),Default,MS CAN (VNET A),CAN,500000,
SW CAN (VNET A),Default,SW CAN (VNET A),CAN,500000,
J1850 VPW (VNET A),Default,J1850 VPW (VNET A),CAN,500000,
LSFT CAN (VNET A),Default,LSFT CAN (VNET A),CAN,500000,
J1708 (VNET A),Default,J1708 (VNET A),CAN,500000,
neoVI (VNET A),Default,neoVI (VNET A),CAN,500000,
HS CAN2 (VNET A),Default,HS CAN2 (VNET A),CAN,500000,
HS CAN3 (VNET A),Default,HS CAN3 (VNET A),CAN,500000,
LIN (VNET A),Default,LIN (VNET A),LIN,10417,
LIN2 (VNET A),Default,LIN2 (VNET A),LIN,10417,
LIN3 (VNET A),Default,LIN3 (VNET A),LIN,10417,
LIN4 (VNET A),Default,LIN4 (VNET A),LIN,10417,
CGI (VNET A),Default,CGI (VNET A),CGI,625000,
ISO9141/KW2K (VNET A),Default,ISO9141/KW2K (VNET A),CAN,500000,
ISO9141/KW2K 2 (VNET A),Default,ISO9141/KW2K 2 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 3 (VNET A),Default,ISO9141/KW2K 3 (VNET A),KeyWord 2000,10417,
ISO9141/KW2K 4 (VNET A),Default,ISO9141/KW2K 4 (VNET A),KeyWord 2000,10417,



Line,Abs Time(Sec),Rel Time (Sec),Status,Er,Tx,Description,Network,Node,ID,Cycle,Ch,B1-256,Dyn,Symbol Type,Strt-PPI-NULL-Sync-Res,H-CRC,CRC,Tframe,Tss Length,Value,Trigger,Signals
10925,781.81831955,0.00363787499998125,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5D,,,,,,,,,
10926,781.889400875,0.07108132500002284,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10927,781.8956184499999,0.006217574999936915,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F7,,,,,,,,,
10928,781.9651679249999,0.06954947500003072,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10929,781.995941425,0.03077350000000934,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F2,,,,,,,,,
10930,782.0188899249999,0.02294849999998405,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,60,,,,,,,,,
10931,782.0568715249999,0.03798159999996642,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10932,782.0962882499999,0.03941672500002369,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F5,,,,,,,,,
10933,782.14588095,0.049592700000062,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10934,782.1956348499999,0.04975389999992785,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F0,,,,,,,,,
10935,782.22006325,0.02442840000003344,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,61,,,,,,,,,
10936,782.22354115,0.003477900000007139,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10937,782.248547125,0.02500597499999912,284773578964992,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,F0,00,01,00,BB,07,01,,,
10938,782.2488092249999,0.0002620999999862761,67371008,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0B,E3,,,
10939,782.249049325,0.0002401000000418208,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,98,13,45,,,
10940,782.2645100999999,0.01546077499995136,67371008,F,F,HS CAN $441,HS CAN,,441,F,F,0C,2B,00,F5,14,03,26,00,,,
10941,782.299635825,0.03512572500005718,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10942,782.3852022499999,0.08556642499991085,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10943,782.4062286249999,0.02102637500001947,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F2,,,,,,,,,
10944,782.422367625,0.01613900000006652,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5F,,,,,,,,,
10945,782.47028455,0.04791692499998135,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10946,782.54530555,0.07502099999999245,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10947,782.5704135499999,0.02510799999993196,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F2,,,,,,,,,
10948,782.6200503499999,0.04963680000003023,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10949,782.62397815,0.003927800000042226,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,5F,,,,,,,,,
10950,782.6697063749999,0.045728224999948,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,EA,,,,,,,,,
10951,782.6951926749999,0.0254863000000114,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10952,782.7700383,0.07484562500007996,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E5,,,,,,,,,
10953,782.7708343999999,0.0007960999998886109,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10954,782.8243108749999,0.05347647500002495,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,90,C8,,,,,,,,,
10955,782.8625965,0.03828562500007138,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10956,782.870402025,0.007805524999980662,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E2,,,,,,,,,
10957,782.9516086499999,0.08120662499993614,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10958,782.96973525,0.01812660000007327,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DF,,,,,,,,,
10959,783.0255535499999,0.0558182999999417,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,8A,C8,,,,,,,,,
10960,783.0290314749999,0.003477924999970128,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10961,783.0701119749999,0.04108050000002094,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D8,,,,,,,,,
10962,783.1048598499999,0.03474787499999366,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10963,783.170424175,0.06556432500008214,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DD,,,,,,,,,
10964,783.1904270499999,0.02000287499993192,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10965,783.227288675,0.03686162500002866,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,82,C8,,,,,,,,,
10966,783.269771175,0.04248250000000553,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D7,,,,,,,,,
10967,783.2755088749999,0.00573769999994056,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10968,783.3503679749999,0.07485910000002605,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10969,783.4094229,0.05905492500005494,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,D7,00,01,00,B2,07,01,,,
10970,783.425563925,0.01614102500002446,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10971,783.4263421249999,0.000778199999899698,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0B,97,,,
10972,783.429344025,0.003001900000072056,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,81,C8,,,,,,,,,
10973,783.443220925,0.01387690000001385,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,98,13,45,,,
10974,783.5009572499999,0.05773632499995074,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10975,783.5799059999999,0.07894874999999502,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10976,783.585727625,0.005821625000066888,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0C,3E,00,FB,14,03,28,00,,,
10977,783.5899214499999,0.004193824999902062,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DA,,,,,,,,,
10978,783.6301548499999,0.04023340000003372,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,81,C8,,,,,,,,,
10979,783.6681343499999,0.03797950000000583,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10980,783.6885327499999,0.02039839999997639,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CF,,,,,,,,,
10981,783.75714625,0.06861350000008315,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10982,783.788915625,0.03176937499995347,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CC,,,,,,,,,
10983,783.83131885,0.04240322500004368,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,7B,C8,,,,,,,,,
10984,783.83479675,0.003477900000007139,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10985,783.8892700499999,0.05447329999992689,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CC,,,,,,,,,
10986,783.9106187499999,0.02134869999997591,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10987,783.988592175,0.07797342500009563,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C7,,,,,,,,,
10988,783.9958857749999,0.007293599999911748,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10989,784.0330993,0.03721352500008379,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,75,C8,,,,,,,,,
10990,784.081008175,0.04790887499996188,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10991,784.0889456499999,0.00793747499994879,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
10992,784.15616725,0.06722160000003896,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10993,784.1892925249999,0.03312527499997486,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C7,,,,,,,,,
10994,784.2312078499999,0.04191532499999084,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10995,784.2348857249999,0.003677874999993946,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,75,C8,,,,,,,,,
10996,784.2886132249999,0.05372750000003634,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CA,,,,,,,,,
10997,784.306402125,0.01778890000002775,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10998,784.381737125,0.07533499999999549,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
10999,784.43537165,0.05363452500000676,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,77,C8,,,,,,,,,
11000,784.47335315,0.03798150000000078,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11001,784.560259675,0.08690652500001761,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11002,784.5622317499999,0.001972074999912366,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11003,784.57293295,0.01070120000008501,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,C9,00,01,00,B1,07,01,,,
11004,784.57319705,0.0002640999999812266,492581276614656,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0A,FE,,,
11005,784.5734351499999,0.0002380999999331834,316659416170496,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,A8,13,45,,,
11006,784.5888779249999,0.0154427749999968,367236951048192,F,F,HS CAN $441,HS CAN,,441,F,F,0C,53,01,07,14,03,2A,00,,,
11007,784.6372108249999,0.04833289999999124,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,77,C8,,,,,,,,,
11008,784.6406787499999,0.003467924999995376,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11009,784.66031515,0.01963640000008127,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11010,784.716205575,0.05589042500002961,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11011,784.7596098749999,0.04340429999990647,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11012,784.801907175,0.04229730000008658,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11013,784.838984775,0.03707759999997506,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,76,C8,,,,,,,,,
11014,784.85997915,0.02099437499998658,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CA,,,,,,,,,
11015,784.88703145,0.02705230000003666,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11016,784.9602792249999,0.07324777499991342,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11017,784.965365025,0.005085800000074414,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11018,785.039600125,0.07423510000000988,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,76,C8,,,,,,,,,
11019,785.0430719249999,0.00347179999994296,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11020,785.0596327249999,0.01656079999997928,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11021,785.1185988999999,0.05896617500002321,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11022,785.1599833749999,0.04138447499997256,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11023,785.194365275,0.0343819000000849,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11024,785.2552332749999,0.06086799999991399,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,76,C8,,,,,,,,,
11025,785.26030495,0.005071675000067444,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CA,,,,,,,,,
11026,785.2760499499999,0.0157449999999244,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11027,785.35109295,0.0750430000000506,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11028,785.4264339749999,0.07534102499994333,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11029,785.4568900749999,0.03045610000003762,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,76,C8,,,,,,,,,
11030,785.4818300999999,0.02494002499997805,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11031,785.5115541749999,0.02972407499999008,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11032,785.597126475,0.08557230000008076,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11033,785.637127075,0.04000059999998484,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11034,785.6460504749999,0.008923399999957837,316659416170496,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,C9,00,01,00,B6,07,01,,,
11035,785.6463125749999,0.0002620999999862761,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0A,B2,,,
11036,785.646550675,0.0002381000000468702,67371008,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,00,A8,13,45,,,
11037,785.6579900749999,0.01143939999997201,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,76,C8,,,,,,,,,
11038,785.661965875,0.003975800000034724,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0C,64,01,0D,14,03,2B,00,,,
11039,785.69597575,0.03400987500003794,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11040,785.73646435,0.04048860000000332,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C7,,,,,,,,,
11041,785.7852551249999,0.04879077499992945,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11042,785.8367969,0.05154177500003243,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,C9,,,,,,,,,
11043,785.8591895249999,0.0223926249999522,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,74,C8,,,,,,,,,
11044,785.862659325,0.003469800000061696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11045,785.937185,0.07452567500001805,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,CF,,,,,,,,,
11046,785.9383551,0.001170099999967533,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11047,786.0240594249999,0.08570432499993785,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11048,786.0364665,0.01240707500005556,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D2,,,,,,,,,
11049,786.0609089,0.02444239999999809,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,7A,C8,,,,,,,,,
11050,786.1091237999999,0.0482148999999481,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11051,786.136855625,0.02773182500004623,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D2,,,,,,,,,
11052,786.1872843,0.05042867500003467,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11053,786.2372081,0.04992379999998775,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,D8,,,,,,,,,
11054,786.2614685999999,0.02426049999996849,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,7D,C8,,,,,,,,,
11055,786.2649384,0.003469800000061696,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11056,786.336520425,0.07158202499999788,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DD,,,,,,,,,
11057,786.3407602249999,0.004239799999936622,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11058,786.41639915,0.07563892500002112,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11059,786.4630581499999,0.04665899999997691,282574555709440,F,F,HS CAN $31A,HS CAN,,31A,F,F,85,C8,,,,,,,,,
11060,786.5043555249999,0.04129737499999919,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11061,786.5932355499999,0.08888002499998038,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11062,786.663978975,0.07074342500004605,67371008,F,F,HS CAN $31A,HS CAN,,31A,F,F,85,C8,,,,,,,,,
11063,786.6708185499999,0.006839574999958131,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11064,786.7257500249999,0.0549314749999894,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DD,,,,,,,,,
11065,786.74660275,0.02085272500005431,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11066,786.8318690249999,0.08526627499998085,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11067,786.8423643499999,0.01049532499996531,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,DD,,,,,,,,,
11068,786.84287635,0.0005120000000715663,318858439426048,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,DD,00,01,00,BB,07,01,,,
11069,786.84313445,0.0002580999999963751,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0A,66,,,
11070,786.8433745499999,0.0002400999999281339,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,CD,AC,13,45,,,
11071,786.8588113249999,0.01543677500001195,362838904537088,F,F,HS CAN $441,HS CAN,,441,F,F,0C,6E,01,14,14,03,2C,00,,,
11072,786.866295025,0.007483700000079807,284773578964992,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,8A,,,,,,,,,
11073,786.9175256,0.05123057499997685,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11074,786.9426776749999,0.02515207499993722,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E0,,,,,,,,,
11075,787.00984525,0.06716757500009862,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11076,787.0430344499999,0.03318919999992432,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E0,,,,,,,,,
11077,787.066870925,0.02383647500005282,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,87,,,,,,,,,
11078,787.1081643499999,0.04129342499993527,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11079,787.1423354499999,0.03417109999998047,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,E5,,,,,,,,,
11080,787.19717595,0.05484050000006846,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11081,787.2427201749999,0.04554422499995781,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,EA,,,,,,,,,
11082,787.2681105749999,0.02539039999999204,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,84,,,,,,,,,
11083,787.2715844749999,0.003473900000017238,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11084,787.3502951749999,0.07871069999998781,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11085,787.4358576,0.08556242500003464,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11086,787.4696373999999,0.03377979999993386,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,80,,,,,,,,,
11087,787.520866,0.05122860000005858,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11088,787.536790775,0.01592477500003042,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F2,,,,,,,,,
11089,787.6131917499999,0.07640097499995591,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11090,787.61951745,0.006325700000047618,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F2,,,,,,,,,
11091,787.6702700999999,0.05075264999993578,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,79,,,,,,,,,
11092,787.6944026499999,0.02413254999999026,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11093,787.719894525,0.025491875000057,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F8,,,,,,,,,
11094,787.7694452999999,0.04955077499994331,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11095,787.8201951249999,0.05074982500002534,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F5,,,,,,,,,
11096,787.8449155,0.02472037500001534,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11097,787.8720738999999,0.02715839999996206,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,77,,,,,,,,,
11098,787.9151683,0.04309440000008636,283674067337216,F,F,HS CAN $43E,HS CAN,,43E,F,F,06,F5,00,01,00,BB,07,01,,,
11099,787.9154304,0.0002620999999862761,422212532436992,F,F,HS CAN $43F,HS CAN,,43F,F,F,6E,53,71,1D,2C,3C,0A,19,,,
11100,787.9156684249999,0.0002380249999305306,334251602214912,F,F,HS CAN $440,HS CAN,,440,F,F,1F,07,00,0F,9A,B1,13,45,,,
11101,787.920176225,0.004507800000055795,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11102,787.931225425,0.0110492000000022,433207648714752,F,F,HS CAN $441,HS CAN,,441,F,F,0C,7B,01,1A,14,03,2C,62,,,
11103,787.9351651999999,0.003939774999935252,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FA,,,,,,,,,
11104,788.003046825,0.06788162500004091,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11105,788.0352721999999,0.03222537499993905,67371008,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FA,,,,,,,,,
11106,788.073981625,0.03870942500009278,283674067337216,F,F,HS CAN $31A,HS CAN,,31A,F,F,C8,73,,,,,,,,,
11107,788.0774536,0.00347197500002494,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11108,788.1345728,0.05711919999998827,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,FD,,,,,,,,,
11109,788.1562914,0.0217185999999856,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
11110,788.2349287,0.07863729999996849,283674067337216,F,F,HS CAN $43C,HS CAN,,43C,F,F,06,F8,,,,,,,,,
11111,788.2418604,0.006931699999995544,67371008,F,F,HS CAN $777,HS CAN,,777,F,F,01,00,,,,,,,,,
