Abs Time(Sec),B1,B2,Compass Heading,
772.7045784,06,E7,176.7,176.7
772.8038767,06,E7,176.7,176.7
772.9042442,06,DF,175.9,175.9
773.0045914,06,DF,175.9,175.9
773.1039161,06,DC,175.6,175.6
773.2042804,06,D7,175.1,175.1
773.4976163,06,D1,174.5,174.5
773.595407,06,D1,174.5,174.5
773.6957789,06,D2,174.6,174.6
773.7951147,06,CC,174,174
773.8954379,06,CC,174,174
773.9957991,06,C9,173.7,173.7
774.0961061,06,C9,173.7,173.7
774.1964685,06,C4,173.2,173.2
774.4221372,06,C3,173.1,173.1
774.5732861,06,C3,173.1,173.1
774.6736684,06,BE,172.6,172.6
774.7729855,06,C1,172.9,172.9
774.8732873,06,C1,172.9,172.9
774.9736386,06,C3,173.1,173.1
775.0729812,06,C7,173.5,173.5
775.1733663,06,BF,172.7,172.7
775.2736943,06,BE,172.6,172.6
775.5563049,06,BE,172.6,172.6
775.6566195,06,B6,171.8,171.8
775.7559869,06,B9,172.1,172.1
775.8563357,06,B3,171.5,171.5
775.9566842,06,B6,171.8,171.8
776.0560089,06,B5,171.7,171.7
776.1563071,06,B8,172,172
776.2566988,06,BB,172.3,172.3
776.599826,06,C9,173.7,173.7
776.7573728,06,C9,173.7,173.7
776.8567399,06,C9,173.7,173.7
776.9570542,06,C9,173.7,173.7
777.0574179,06,CC,174,174
777.1567411,06,CC,174,174
777.2570601,06,CC,174,174
777.5549382,06,D5,174.9,174.9
777.6339129,06,D5,174.9,174.9
777.7342317,06,D7,175.1,175.1
777.8345743,06,D4,174.8,174.8
777.9349604,06,D4,174.8,174.8
778.0353038,06,D7,175.1,175.1
778.1346128,06,D7,175.1,175.1
778.2349594,06,DD,175.7,175.7
778.4268048,06,E5,176.5,176.5
778.6148362,06,E5,176.5,176.5
778.7151866,06,EA,177,177
778.8155516,06,ED,177.3,177.3
778.9312902,06,ED,177.3,177.3
779.0316129,06,ED,177.3,177.3
779.1309012,06,F5,178.1,178.1
779.2312685,06,F5,178.1,178.1
779.5294867,06,FA,178.6,178.6
779.6244481,06,FA,178.6,178.6
779.7238207,06,FF,179.1,179.1
779.8241357,06,FF,179.1,179.1
779.9244895,07,02,179.4,179.4
780.0238321,07,02,179.4,179.4
780.1241597,07,00,179.2,179.2
780.2244929,07,02,179.4,179.4
780.3238554,06,FF,179.1,179.1
780.6009156,07,0A,180.2,180.2
780.7006745,07,05,179.7,179.7
780.7999869,07,02,179.4,179.4
780.9003392,07,00,179.2,179.2
781.0006584,07,00,179.2,179.2
781.0999751,06,FD,178.9,178.9
781.2003597,07,00,179.2,179.2
781.427303,06,FF,179.1,179.1
781.7189148,06,F7,178.3,178.3
781.7962608,06,F7,178.3,178.3
781.8956184,06,F7,178.3,178.3
781.9959414,06,F2,177.8,177.8
782.0962882,06,F5,178.1,178.1
782.1956348,06,F0,177.6,177.6
782.4062286,06,F2,177.8,177.8
782.5704135,06,F2,177.8,177.8
782.6697064,06,EA,177,177
782.7700383,06,E5,176.5,176.5
782.870402,06,E2,176.2,176.2
782.9697353,06,DF,175.9,175.9
783.070112,06,D8,175.2,175.2
783.1704242,06,DD,175.7,175.7
783.2697712,06,D7,175.1,175.1
783.5899214,06,DA,175.4,175.4
783.6885327,06,CF,174.3,174.3
783.7889156,06,CC,174,174
783.88927,06,CC,174,174
783.9885922,06,C7,173.5,173.5
784.0889456,06,C9,173.7,173.7
784.1892925,06,C7,173.5,173.5
784.2886132,06,CA,173.8,173.8
784.5602597,06,C9,173.7,173.7
784.6603152,06,C9,173.7,173.7
784.7596099,06,C9,173.7,173.7
784.8599792,06,CA,173.8,173.8
784.9602792,06,C9,173.7,173.7
785.0596327,06,C9,173.7,173.7
785.1599834,06,C9,173.7,173.7
785.260305,06,CA,173.8,173.8
785.4818301,06,C9,173.7,173.7
785.6371271,06,C9,173.7,173.7
785.7364644,06,C7,173.5,173.5
785.8367969,06,C9,173.7,173.7
785.937185,06,CF,174.3,174.3
786.0364665,06,D2,174.6,174.6
786.1368556,06,D2,174.6,174.6
786.2372081,06,D8,175.2,175.2
786.3365204,06,DD,175.7,175.7
786.72575,06,DD,175.7,175.7
786.8423643,06,DD,175.7,175.7
786.9426777,06,E0,176,176
787.0430344,06,E0,176,176
787.1423354,06,E5,176.5,176.5
787.2427202,06,EA,177,177
787.5367908,06,F2,177.8,177.8
787.6195175,06,F2,177.8,177.8
787.7198945,06,F8,178.4,178.4
787.8201951,06,F5,178.1,178.1
787.9351652,06,FA,178.6,178.6
788.0352722,06,FA,178.6,178.6
788.1345728,06,FD,178.9,178.9
788.2349287,06,F8,178.4,178.4
788.4584875,06,FD,178.9,178.9
788.609694,06,FD,178.9,178.9
788.7100311,06,F8,178.4,178.4
788.8093498,06,F5,178.1,178.1
788.9097327,06,F8,178.4,178.4
789.0100534,06,FF,179.1,179.1
789.1093607,06,FF,179.1,179.1
789.2097453,07,00,179.2,179.2
789.4180698,07,00,179.2,179.2
789.5855187,07,00,179.2,179.2
789.6858583,06,FA,178.6,178.6
789.7862229,06,F8,178.4,178.4
789.8855525,06,F5,178.1,178.1
789.9858898,06,F5,178.1,178.1
790.0862574,06,F5,178.1,178.1
790.1855858,06,F5,178.1,178.1
790.4898092,06,EA,177,177
790.5838861,06,EA,177,177
790.6842494,06,ED,177.3,177.3
790.7845844,06,EA,177,177
790.8849088,06,E2,176.2,176.2
790.9842609,06,E7,176.7,176.7
791.0846223,06,E0,176,176
791.1849611,06,DF,175.9,175.9
791.4068324,06,DC,175.6,175.6
791.6989641,06,D2,174.6,174.6
791.7839332,06,D2,174.6,174.6
791.8832648,06,C7,173.5,173.5
791.9836561,06,CA,173.8,173.8
792.0839627,06,C7,173.5,173.5
792.183301,06,C7,173.5,173.5
792.2836243,06,C7,173.5,173.5
792.600758,06,C7,173.5,173.5
792.7003931,06,C4,173.2,173.2
792.8007417,06,C4,173.2,173.2
792.900072,06,C4,173.2,173.2
793.0003973,06,BF,172.7,172.7
793.1007542,06,C4,173.2,173.2
793.2000891,06,BF,172.7,172.7
793.4033759,06,BC,172.4,172.4
793.5861421,06,BC,172.4,172.4
793.6864467,06,BF,172.7,172.7
793.7868409,06,BF,172.7,172.7
793.8861685,06,BF,172.7,172.7
793.9865041,06,C2,173,173
794.0868391,06,BF,172.7,172.7
794.1861881,06,C4,173.2,173.2
794.363966,06,C7,173.5,173.5
794.5619789,06,C7,173.5,173.5
794.6612642,06,CC,174,174
794.7616014,06,CF,174.3,174.3
794.8619794,06,D5,174.9,174.9
794.9612811,06,D5,174.9,174.9
795.0616259,06,D4,174.8,174.8
795.1619772,06,D5,174.9,174.9
795.2612957,06,D4,174.8,174.8
795.5488332,06,D4,174.8,174.8
795.6473596,06,DF,175.9,175.9
795.7477083,06,E0,176,176
795.8480298,06,E7,176.7,176.7
795.9473609,06,E7,176.7,176.7
796.0477138,06,EA,177,177
796.148064,06,ED,177.3,177.3
796.2473676,06,EA,177,177
796.5596273,06,F5,178.1,178.1
796.7429609,06,F5,178.1,178.1
796.8422777,06,F5,178.1,178.1
796.9426244,06,F5,178.1,178.1
797.0429938,06,F5,178.1,178.1
797.1423208,06,F5,178.1,178.1
797.2426636,06,F5,178.1,178.1
797.5420759,07,00,179.2,179.2
797.6256502,07,00,179.2,179.2
797.725979,07,00,179.2,179.2
797.8252873,07,00,179.2,179.2
797.925635,07,02,179.4,179.4
798.0260184,06,FF,179.1,179.1
798.1263316,07,00,179.2,179.2
798.2266924,06,FD,178.9,178.9
798.5301786,06,F5,178.1,178.1
798.6168105,06,F5,178.1,178.1
798.7161599,06,F5,178.1,178.1
798.8165129,06,F5,178.1,178.1
798.9168513,06,F5,178.1,178.1
799.0161844,06,F5,178.1,178.1
799.1164854,06,F5,178.1,178.1
799.2168485,06,EF,177.5,177.5
799.4284524,06,EF,177.5,177.5
799.5906236,06,EF,177.5,177.5
799.6909384,06,E7,176.7,176.7
799.7902749,06,E2,176.2,176.2
799.8906283,06,DF,175.9,175.9
799.9909914,06,E4,176.4,176.4
800.0902802,06,E7,176.7,176.7
800.1906387,06,EA,177,177
800.3807682,06,ED,177.3,177.3
800.5695197,06,ED,177.3,177.3
800.6698245,06,EC,177.2,177.2
800.7691469,06,EA,177,177
800.8695136,06,E7,176.7,176.7
800.9698888,06,DF,175.9,175.9
801.0691818,06,D7,175.1,175.1
801.169546,06,D2,174.6,174.6
801.2699755,06,C9,173.7,173.7
801.4944996,06,BF,172.7,172.7
801.7863002,06,BE,172.6,172.6
801.8699302,06,BE,172.6,172.6
801.9692566,06,BF,172.7,172.7
802.0695917,06,C4,173.2,173.2
802.1699232,06,C7,173.5,173.5
802.2702942,06,C9,173.7,173.7
802.5447411,06,CC,174,174
802.644035,06,CF,174.3,174.3
802.7443739,06,CE,174.2,174.2
802.8447334,06,CE,174.2,174.2
802.9440697,06,C9,173.7,173.7
803.0443913,06,C9,173.7,173.7
803.1447565,06,C1,172.9,172.9
803.2440894,06,C1,172.9,172.9
803.5311579,06,BF,172.7,172.7
803.6301263,06,BE,172.6,172.6
803.7304803,06,C4,173.2,173.2
803.8308234,06,C9,173.7,173.7
803.9301225,06,CC,174,174
804.030487,06,CF,174.3,174.3
804.1308099,06,D4,174.8,174.8
804.2301285,06,D7,175.1,175.1
804.3304762,06,D4,174.8,174.8
804.6132011,06,DD,175.7,175.7
804.7124537,06,DF,175.9,175.9
804.8127972,06,DF,175.9,175.9
804.9131245,06,DF,175.9,175.9
805.0124496,06,E2,176.2,176.2
805.1127963,06,E7,176.7,176.7
805.2131203,06,EA,177,177
805.4993191,06,ED,177.3,177.3
805.5878867,06,ED,177.3,177.3
805.6872361,06,EF,177.5,177.5
805.7875713,06,ED,177.3,177.3
805.8879329,06,F2,177.8,177.8
805.9872393,06,F5,178.1,178.1
806.0875969,06,F5,178.1,178.1
806.187951,06,FA,178.6,178.6
806.2872948,07,02,179.4,179.4
806.5961272,07,02,179.4,179.4
806.7900614,07,02,179.4,179.4
806.8904072,07,05,179.7,179.7
807.0060634,07,08,180,180
807.1054047,07,08,180,180
807.2057409,07,0A,180.2,180.2
807.3051044,07,0A,180.2,180.2
807.5829533,07,0A,180.2,180.2
807.6829216,07,0A,180.2,180.2
807.7822251,07,0A,180.2,180.2
807.8826122,07,08,180,180
807.982959,07,0A,180.2,180.2
808.083384,07,0A,180.2,180.2
808.1836209,07,05,179.7,179.7
808.3805481,07,00,179.2,179.2
808.5625221,07,00,179.2,179.2
808.6628289,06,FA,178.6,178.6
808.7621995,06,F8,178.4,178.4
808.8625009,06,FF,179.1,179.1
808.96287,06,F7,178.3,178.3
809.0621685,06,F7,178.3,178.3
809.1625417,06,F5,178.1,178.1
809.2628932,06,F7,178.3,178.3
809.4602602,06,EF,177.5,177.5
809.636652,06,EF,177.5,177.5
809.7369973,06,EA,177,177
809.8373255,06,E5,176.5,176.5
809.937679,06,E7,176.7,176.7
810.0370219,06,EA,177,177
810.1373672,06,DF,175.9,175.9
810.2377157,06,DF,175.9,175.9
810.3370155,06,E2,176.2,176.2
810.610439,06,DC,175.6,175.6
810.7107493,06,D2,174.6,174.6
810.8101089,06,D1,174.5,174.5
810.9104199,06,D4,174.8,174.8
811.0107787,06,C9,173.7,173.7
811.1101312,06,C9,173.7,173.7
811.2104413,06,C9,173.7,173.7
811.7374772,06,C6,173.4,173.4
811.8371376,06,BF,172.7,172.7
811.937457,06,C9,173.7,173.7
812.0368101,06,C7,173.5,173.5
812.1371248,06,C7,173.5,173.5
812.2374675,06,C7,173.5,173.5
812.5355018,06,C9,173.7,173.7
812.6163685,06,C9,173.7,173.7
812.716677,06,C9,173.7,173.7
812.8160435,06,CC,174,174
812.916345,06,CE,174.2,174.2
813.0167143,06,CF,174.3,174.3
813.1170452,06,D3,174.7,174.7
813.2173838,06,D1,174.5,174.5
813.3167098,06,D7,175.1,175.1
813.5931795,06,D7,175.1,175.1
813.693546,06,E2,176.2,176.2
813.7929031,06,E5,176.5,176.5
813.8932463,06,E7,176.7,176.7
813.9935636,06,E7,176.7,176.7
814.0928761,06,EA,177,177
814.1932394,06,E5,176.5,176.5
814.3428552,06,EC,177.2,177.2
814.5659431,06,EC,177.2,177.2
814.6663186,06,F2,177.8,177.8
814.7666319,06,F5,178.1,178.1
814.8659625,06,FA,178.6,178.6
814.9663513,06,FA,178.6,178.6
815.0667057,06,FF,179.1,179.1
815.16601,07,00,179.2,179.2
815.2663298,06,FF,179.1,179.1
815.5398479,06,FD,178.9,178.9
815.639091,06,FD,178.9,178.9
815.7393918,06,F8,178.4,178.4
815.8397884,07,00,179.2,179.2
815.9390985,07,00,179.2,179.2
816.0394567,07,00,179.2,179.2
816.1397802,07,00,179.2,179.2
816.240157,07,02,179.4,179.4
816.5214241,07,08,180,180
816.7449624,07,08,180,180
816.8452801,07,05,179.7,179.7
816.9456332,06,FF,179.1,179.1
817.0449841,07,02,179.4,179.4
817.1452965,07,00,179.2,179.2
817.2456299,07,00,179.2,179.2
817.5270769,06,FF,179.1,179.1
817.6234852,06,FF,179.1,179.1
817.7228484,07,00,179.2,179.2
817.8231933,06,FF,179.1,179.1
817.9235403,07,00,179.2,179.2
818.022864,07,02,179.4,179.4
818.123173,07,05,179.7,179.7
818.2235318,07,02,179.4,179.4
818.5119268,07,00,179.2,179.2
818.5993188,07,00,179.2,179.2
818.6996803,06,FD,178.9,178.9
818.7989926,06,F2,177.8,177.8
818.8993623,06,F5,178.1,178.1
818.9996672,06,F2,177.8,177.8
819.0990188,06,ED,177.3,177.3
819.1993411,06,EA,177,177
819.4240216,06,E5,176.5,176.5
819.5792366,06,E5,176.5,176.5
819.6796066,06,DF,175.9,175.9
819.7789183,06,E2,176.2,176.2
819.8792932,06,DF,175.9,175.9
819.9796158,06,DC,175.6,175.6
820.0789694,06,DC,175.6,175.6
820.1793129,06,D4,174.8,174.8
820.2796557,06,D4,174.8,174.8
820.5640724,06,D4,174.8,174.8
820.6635972,06,C9,173.7,173.7
820.7639935,06,C7,173.5,173.5
820.863315,06,C7,173.5,173.5
820.9636499,06,C3,173.1,173.1
821.0629423,06,C1,172.9,172.9
821.1633406,06,C4,173.2,173.2
821.2636778,06,C3,173.1,173.1
821.6011829,06,C9,173.7,173.7
821.7562032,06,C9,173.7,173.7
821.8565147,06,C9,173.7,173.7
821.9558579,06,C7,173.5,173.5
822.0562264,06,C7,173.5,173.5
822.1565388,06,C9,173.7,173.7
822.2558943,06,C8,173.6,173.6
822.4963004,06,C9,173.7,173.7
822.6357313,06,C9,173.7,173.7
822.7350824,06,D4,174.8,174.8
822.8354164,06,D4,174.8,174.8
822.9357936,06,D7,175.1,175.1
823.0351267,06,DA,175.4,175.4
823.1354838,06,DC,175.6,175.6
823.2358142,06,DC,175.6,175.6
823.4229897,06,E2,176.2,176.2
823.6054333,06,E2,176.2,176.2
823.7047957,06,EA,177,177
823.8051233,06,EA,177,177
823.905466,06,EF,177.5,177.5
824.0048048,06,F5,178.1,178.1
824.1051228,06,F5,178.1,178.1
824.205474,06,FF,179.1,179.1
824.3821697,06,FF,179.1,179.1
824.5833305,06,FF,179.1,179.1
824.6837012,07,05,179.7,179.7
824.7829837,07,0A,180.2,180.2
824.8833692,07,05,179.7,179.7
824.9837099,07,0A,180.2,180.2
825.0830144,07,08,180,180
825.1833629,07,08,180,180
825.2837083,07,0A,180.2,180.2
825.5766974,07,15,181.3,181.3
825.6707949,07,15,181.3,181.3
825.7701159,07,14,181.2,181.2
825.8704581,07,15,181.3,181.3
825.970815,07,15,181.3,181.3
826.0701025,07,15,181.3,181.3
826.1704855,07,15,181.3,181.3
826.2708315,07,12,181,181
826.5713893,07,0F,180.7,180.7
826.7643644,07,0F,180.7,180.7
826.8637056,07,12,181,181
826.9640147,07,0A,180.2,180.2
827.0643808,07,0F,180.7,180.7
827.1637183,07,0F,180.7,180.7
827.2640253,07,0A,180.2,180.2
827.5436755,07,0A,180.2,180.2
827.642909,07,02,179.4,179.4
827.7432355,07,02,179.4,179.4
827.8436001,06,FF,179.1,179.1
827.9429318,06,FD,178.9,178.9
828.043265,06,F5,178.1,178.1
828.1436474,06,F8,178.4,178.4
828.2429497,06,F5,178.1,178.1
828.5906751,06,E2,176.2,176.2
828.676105,06,E2,176.2,176.2
828.7764202,06,DF,175.9,175.9
828.8767744,06,DA,175.4,175.4
828.9761161,06,D4,174.8,174.8
829.076427,06,D4,174.8,174.8
829.1768181,06,D4,174.8,174.8
829.2761086,06,D2,174.6,174.6
829.5943548,06,CE,174.2,174.2
829.6754363,06,CE,174.2,174.2
829.7747839,06,C8,173.6,173.6
829.8751447,06,C9,173.7,173.7
829.9754719,06,C1,172.9,172.9
830.0748363,06,C0,172.8,172.8
830.1751378,06,BE,172.6,172.6
830.2754906,06,B8,172,172
830.5705054,06,B2,171.4,171.4
830.6543398,06,B2,171.4,171.4
830.7547204,06,B3,171.5,171.5
830.8540533,06,B6,171.8,171.8
830.9543613,06,B3,171.5,171.5
831.0547407,06,B3,171.5,171.5
831.1540794,06,B3,171.5,171.5
831.2543876,06,B3,171.5,171.5
831.4457506,06,B2,171.4,171.4
831.7321879,06,B1,171.3,171.3
831.8472852,06,B1,171.3,171.3
831.9466196,06,B5,171.7,171.7
832.0469653,06,B3,171.5,171.5
832.1472685,06,B3,171.5,171.5
832.2466296,06,B8,172,172
832.543232,06,B8,172,172
832.6213851,06,B8,172,172
832.72073,06,B9,172.1,172.1
832.8210769,06,BB,172.3,172.3
832.9214386,06,C1,172.9,172.9
833.0207418,06,C4,173.2,173.2
833.1210744,06,BE,172.6,172.6
833.2214095,06,C9,173.7,173.7
833.5164451,06,CC,174,174
833.6177148,06,CC,174,174
833.7180677,06,CC,174,174
833.8184129,06,D4,174.8,174.8
833.9177292,06,D4,174.8,174.8
834.0180589,06,D2,174.6,174.6
834.1184158,06,D4,174.8,174.8
834.2177589,06,D4,174.8,174.8
834.3180592,06,D9,175.3,175.3
834.6024567,06,DC,175.6,175.6
834.7020629,06,EA,177,177
834.8023886,06,EC,177.2,177.2
834.9017476,06,EA,177,177
835.0073383,06,EF,177.5,177.5
835.1075224,06,ED,177.3,177.3
835.2068702,06,F2,177.8,177.8
835.4312513,06,EA,177,177
835.5826793,06,EA,177,177
835.6830104,06,EA,177,177
835.783353,06,E7,176.7,176.7
835.8826733,06,EA,177,177
835.9830386,06,EA,177,177
836.0833619,06,EA,177,177
836.1827002,06,EA,177,177
836.3597826,06,E7,176.7,176.7
836.66299,06,E2,176.2,176.2
836.7745744,06,E2,176.2,176.2
836.874915,06,DF,175.9,175.9
836.975251,06,DF,175.9,175.9
837.0746008,06,DC,175.6,175.6
837.1748978,06,D7,175.1,175.1
837.2752489,06,D7,175.1,175.1
837.5477787,06,D2,174.6,174.6
837.647982,06,C9,173.7,173.7
837.748358,06,CC,174,174
837.8476514,06,C4,173.2,173.2
837.9480119,06,BE,172.6,172.6
838.0483431,06,BD,172.5,172.5
838.1487124,06,BD,172.5,172.5
838.2490777,06,BA,172.2,172.2
838.5434142,06,A7,170.3,170.3
838.6227946,06,A7,170.3,170.3
838.7231335,06,9B,169.1,169.1
838.8224477,06,93,168.3,168.3
838.9228391,06,90,168,168
839.023156,06,93,168.3,168.3
839.1224906,06,90,168,168
839.2228066,06,8D,167.7,167.7
839.5063138,06,88,167.2,167.2
839.6016706,06,88,167.2,167.2
839.7020694,06,81,166.5,166.5
839.8023667,06,7E,166.2,166.2
839.9016918,06,77,165.5,165.5
840.0020582,06,78,165.6,165.6
840.102398,06,78,165.6,165.6
840.2017294,06,72,165,165
840.4139963,06,6B,164.3,164.3
840.5765204,06,6B,164.3,164.3
840.67685,06,6B,164.3,164.3
840.7771725,06,71,164.9,164.9
840.8765136,06,6B,164.3,164.3
840.9768411,06,6A,164.2,164.2
841.0772141,06,6B,164.3,164.3
841.1765206,06,6F,164.7,164.7
841.2769137,06,69,164.1,164.1
841.6266723,06,69,164.1,164.1
841.7694347,06,69,164.1,164.1
841.8697879,06,6A,164.2,164.2
841.9701342,06,69,164.1,164.1
842.0694355,06,69,164.1,164.1
842.1697527,06,6B,164.3,164.3
842.270152,06,6D,164.5,164.5
842.5478745,06,6B,164.3,164.3
842.6479837,06,76,165.4,165.4
842.7472824,06,76,165.4,165.4
842.8476326,06,78,165.6,165.6
842.9480039,06,6C,164.4,164.4
843.0472866,06,6E,164.6,164.6
843.1476549,06,77,165.5,165.5
843.2479765,06,74,165.2,165.2
843.4737815,06,7D,166.1,166.1
843.6299279,06,7D,166.1,166.1
843.7303131,06,83,166.7,166.7
843.8296158,06,81,166.5,166.5
843.9299761,06,7D,166.1,166.1
844.0302936,06,7D,166.1,166.1
844.1296427,06,78,165.6,165.6
844.2299811,06,75,165.3,165.3
844.4082522,06,76,165.4,165.4
844.6088222,06,76,165.4,165.4
844.7092172,06,78,165.6,165.6
844.8095127,06,7A,165.8,165.8
844.9098977,06,78,165.6,165.6
845.0102444,06,83,166.7,166.7
845.1095851,06,79,165.7,165.7
845.209991,06,81,166.5,166.5
845.507221,06,7C,166,166
845.6010797,06,7C,166,166
845.701413,06,74,165.2,165.2
845.8007477,06,77,165.5,165.5
845.9010988,06,72,165,165
846.0014431,06,6C,164.4,164.4
846.1007685,06,6B,164.3,164.3
846.2011132,06,6C,164.4,164.4
846.3014287,06,6B,164.3,164.3
846.5914032,06,60,163.2,163.2
846.810379,06,60,163.2,163.2
846.9096823,06,58,162.4,162.4
847.0100249,06,53,161.9,161.9
847.1103801,06,50,161.6,161.6
847.2096617,06,4D,161.3,161.3
847.5248266,06,43,160.3,160.3
847.6028887,06,43,160.3,160.3
847.7032144,06,3B,159.5,159.5
847.8035828,06,3D,159.7,159.7
847.9029243,06,36,159,159
848.0032604,06,38,159.2,159.2
848.1025662,06,31,158.5,158.5
848.2029347,06,2F,158.3,158.3
848.506167,06,24,157.2,157.2
848.6042933,06,24,157.2,157.2
848.7036187,06,21,156.9,156.9
848.8040055,06,1C,156.4,156.4
848.904319,06,1F,156.7,156.7
849.0036491,06,1C,156.4,156.4
849.1040388,06,1F,156.7,156.7
849.2043314,06,1E,156.6,156.6
849.3036852,06,1C,156.4,156.4
849.5931638,06,1A,156.2,156.2
849.6743483,06,1A,156.2,156.2
849.7736632,06,19,156.1,156.1
849.8740056,06,1F,156.7,156.7
849.9743691,06,1A,156.2,156.2
850.073716,06,16,155.8,155.8
850.1740263,06,1B,156.3,156.3
850.2743737,06,11,155.3,155.3
850.5567503,06,13,155.5,155.5
850.6563401,06,16,155.8,155.8
850.7556296,06,1F,156.7,156.7
850.8560179,06,1B,156.3,156.3
850.9563645,06,1A,156.2,156.2
851.0556544,06,1F,156.7,156.7
851.1559958,06,1D,156.5,156.5
851.2563964,06,23,157.1,157.1
851.4789336,06,1F,156.7,156.7
851.7707147,06,21,156.9,156.9
851.8543575,06,21,156.9,156.9
851.953707,06,22,157,157
852.0540113,06,2C,158,158
852.154408,06,2C,158,158
852.2536998,06,23,157.1,157.1
852.4546341,06,29,157.7,157.7
852.6305294,06,29,157.7,157.7
852.7298188,06,32,158.6,158.6
852.83019,06,38,159.2,159.2
852.9294996,06,38,159.2,159.2
853.0298617,06,36,159,159
853.130191,06,38,159.2,159.2
853.2295383,06,36,159,159
853.3298838,06,39,159.3,159.3
853.6074156,06,3B,159.5,159.5
853.7067084,06,3B,159.5,159.5
853.807055,06,39,159.3,159.3
853.9073744,06,36,159,159
854.0067417,06,33,158.7,158.7
854.1070861,06,38,159.2,159.2
854.2074284,06,35,158.9,158.9
854.3967115,06,33,158.7,158.7
854.5842506,06,33,158.7,158.7
854.6845958,06,2C,158,158
854.7849527,06,2B,157.9,157.9
854.8852889,06,2A,157.8,157.8
854.9846186,06,24,157.2,157.2
855.0849355,06,24,157.2,157.2
855.1853145,06,22,157,157
855.2845862,06,21,156.9,156.9
855.5623779,06,1E,156.6,156.6
855.6624535,06,18,156,156
855.7617712,06,10,155.2,155.2
855.8621517,06,10,155.2,155.2
855.9624694,06,09,154.5,154.5
856.0618064,06,0E,155,155
856.1621598,06,04,154,154
856.262504,06,03,153.9,153.9
856.4845245,05,F5,152.5,152.5
856.779441,05,F5,152.5,152.5
856.8789074,05,E9,151.3,151.3
856.9792866,05,EB,151.5,151.5
857.0785759,05,E8,151.2,151.2
857.1789572,05,E2,150.6,150.6
857.2792654,05,E1,150.5,150.5
857.5524434,05,D9,149.7,149.7
857.6653338,05,D8,149.6,149.6
857.7646573,05,D7,149.5,149.5
857.864963,05,CB,148.3,148.3
857.9653125,05,CA,148.2,148.2
858.064643,05,CC,148.4,148.4
858.1649906,05,C9,148.1,148.1
858.2653421,05,CD,148.5,148.5
858.5491207,05,C8,148,148
858.6349723,05,C8,148,148
858.7353709,05,CA,148.2,148.2
858.8346944,05,C9,148.1,148.1
858.9350214,05,CF,148.7,148.7
859.0353541,05,CB,148.3,148.3
859.1347024,05,CC,148.4,148.4
859.23504,05,C9,148.1,148.1
859.5321231,05,C4,147.6,147.6
859.613925,05,C4,147.6,147.6
859.7142663,05,C9,148.1,148.1
859.8135777,05,CD,148.5,148.5
859.9139022,05,CE,148.6,148.6
860.0142539,05,D1,148.9,148.9
860.113595,05,D7,149.5,149.5
860.2139299,05,DF,150.3,150.3
860.4314108,05,DE,150.2,150.2
860.5877046,05,DE,150.2,150.2
860.6880491,05,E2,150.6,150.6
860.7883924,05,E1,150.5,150.5
860.8877267,05,DC,150,150
860.9880262,05,DC,150,150
861.0883725,05,DC,150,150
861.187742,05,E1,150.5,150.5
861.2880792,05,E6,151,151
861.6636326,05,F2,152.2,152.2
861.7836357,05,F2,152.2,152.2
861.8840279,05,F2,152.2,152.2
861.9843892,05,F2,152.2,152.2
862.0837027,05,F6,152.6,152.6
862.1840432,05,F1,152.1,152.1
862.3796383,05,F0,152,152
862.5608397,05,F0,152,152
862.6611902,05,E8,151.2,151.2
862.7604917,05,E2,150.6,150.6
862.8608689,05,E6,151,151
862.9612294,05,E5,150.9,150.9
863.060566,05,E6,151,151
863.1608985,05,E0,150.4,150.4
863.2612434,05,E1,150.5,150.5
863.5377174,05,E5,150.9,150.9
863.6380245,05,DE,150.2,150.2
863.7383969,05,D9,149.7,149.7
863.83771,05,D5,149.3,149.3
863.9380711,05,D5,149.3,149.3
864.0384183,05,D5,149.3,149.3
864.1377285,05,CC,148.4,148.4
864.2380724,05,C6,147.8,147.8
864.4186005,05,C4,147.6,147.6
864.6149276,05,C4,147.6,147.6
864.715255,05,BE,147,147
864.8145987,05,BF,147.1,147.1
864.914935,05,B8,146.4,146.4
865.0152827,05,B9,146.5,146.5
865.1146077,05,AE,145.4,145.4
865.2149632,05,AA,145,145
865.3152921,05,A6,144.6,144.6
865.585626,05,A2,144.2,144.2
865.6859725,05,92,142.6,142.6
865.786316,05,8B,141.9,141.9
865.8856471,05,8B,141.9,141.9
865.9859676,05,89,141.7,141.7
866.0863554,05,8B,141.9,141.9
866.1856304,05,81,140.9,140.9
866.2860011,05,85,141.3,141.3
866.7550124,05,7F,140.7,140.7
866.8543214,05,7F,140.7,140.7
866.9546566,05,83,141.1,141.1
867.0550018,05,81,140.9,140.9
867.1543179,05,7F,140.7,140.7
867.2546794,05,7B,140.3,140.3
867.556254,05,7B,140.3,140.3
867.6529918,05,7B,140.3,140.3
867.7523111,05,7C,140.4,140.4
867.8526441,05,7E,140.6,140.6
867.9530301,05,7C,140.4,140.4
868.0522996,05,7C,140.4,140.4
868.1526462,05,7C,140.4,140.4
868.2530135,05,80,140.8,140.8
868.5358565,05,82,141,141
868.6359722,05,80,140.8,140.8
868.7352826,05,80,140.8,140.8
868.8356737,05,86,141.4,141.4
868.9359926,05,86,141.4,141.4
869.0353363,05,8B,141.9,141.9
869.1356587,05,8D,142.1,142.1
869.2360384,05,88,141.6,141.6
